Brand,Material,Size,Compartments,Laptop Compartment,Waterproof,Style,Color,Weight Capacity (kg),Price
Nike,Leather,Medium,8,Yes,No,Backpack,Green,25.90418141,61.04445045
Nike,Leather,Medium,6,Yes,No,Messenger,Red,23.37809605,46.17143837
Nike,Canvas,Small,3,No,Yes,Backpack,Blue,25.6338913,52.64135948
Nike,Canvas,Medium,6,Yes,Yes,Messenger,Blue,23.1134557,31.65813082
Nike,Nylon,Small,7,Yes,Yes,Tote,Blue,7.565457324,144.5761236
Nike,Leather,Small,4,Yes,No,Backpack,Pink,17.1388054,15
Nike,Leather,Small,8,No,No,Tote,Blue,11.55504005,135.4612363
Nike,Nylon,Large,4,No,No,Tote,Gray,10.97129921,133.3486791
Nike,Leather,Small,1,No,Yes,Tote,Pink,5.078570299,141.6743396
Nike,Leather,Large,2,Yes,Yes,Tote,Red,19.55900793,150
Nike,Leather,Medium,3,Yes,No,Backpack,Blue,17.73846983,133.983507
Nike,Leather,Large,6,No,No,Tote,Black,20.29724309,139.9544575
Nike,Leather,Large,4,No,No,Backpack,Blue,15.3035922,98.58116707
Nike,Polyester,Small,1,No,Yes,Backpack,Pink,8.018865433,47.97246018
Nike,Polyester,Small,6,Yes,No,Tote,Gray,17.87797154,70.47068669
Nike,Polyester,Medium,5,No,No,Messenger,Black,24.41692855,83.8856146
Nike,Nylon,Large,5,Yes,No,Backpack,Black,7.951832377,111.8475697
Nike,Nylon,Small,7,Yes,No,Backpack,Green,19.90186249,87.08116159
Nike,Leather,Small,5,No,No,Tote,Blue,16.3464412,72.75037183
Nike,Polyester,Medium,5,No,Yes,Messenger,Red,14.53052856,62.96837551
Nike,Polyester,Medium,1,No,No,Messenger,Blue,11.91856499,107.2351825
Nike,Polyester,Large,9,Yes,Yes,Backpack,Gray,17.6166153,126.270786
Nike,Polyester,Small,6,No,Yes,Messenger,Red,5,32.41307139
Nike,Nylon,Small,9,Yes,Yes,Backpack,Red,27.13313977,79.38236626
Nike,Canvas,Medium,7,Yes,No,Messenger,Blue,27.06379796,119.1767525
Nike,Polyester,Large,7,Yes,Yes,Backpack,Gray,9.19123777,17.11353231
Nike,Polyester,Large,6,Yes,No,Messenger,Black,14.59192523,72.72437765
Nike,Leather,Small,6,Yes,No,Messenger,Blue,27.2287523,36.51894288
Nike,Canvas,Small,8,No,No,Tote,Pink,18.13412835,17.59853334
Nike,Nylon,Medium,2,No,Yes,Tote,Black,5,56.86209203
Nike,Polyester,Small,4,Yes,No,Messenger,Gray,17.14920571,60.3300547
Nike,Nylon,Medium,7,Yes,No,Backpack,Pink,12.58847223,20.25793865
Nike,Nylon,Large,10,Yes,No,Messenger,Pink,21.47014861,125.5038014
Nike,Polyester,Small,3,No,No,Backpack,Gray,12.28319989,40.57733039
Nike,Canvas,Large,2,Yes,No,Backpack,Red,29.36089697,23.11410631
Nike,Leather,Large,8,No,No,Backpack,Black,27.44617622,84.57590458
Nike,Leather,Large,7,Yes,No,Backpack,Red,9.178005141,48.96792012
Nike,Leather,Medium,6,No,Yes,Messenger,Blue,9.623875262,123.6032856
Nike,Leather,Large,8,Yes,Yes,Tote,Red,15.7752998,146.4373939
Nike,Polyester,Small,9,No,Yes,Tote,Green,5,37.92533767
Nike,Canvas,Small,9,No,Yes,Backpack,Black,16.93211694,108.6896931
Nike,Leather,Medium,2,Yes,Yes,Backpack,Black,26.18005244,26.45123506
Nike,Leather,Medium,1,Yes,Yes,Tote,Pink,23.09916459,15
Nike,Leather,Large,3,No,Yes,Tote,Blue,24.51153855,142.9578595
Nike,Leather,Large,4,Yes,Yes,Tote,Pink,6.647265563,19.14046658
Nike,Polyester,Medium,9,No,Yes,Messenger,Blue,30,19.76850499
Nike,Nylon,Medium,9,No,Yes,Messenger,Black,24.04805881,20.3965434
Nike,Canvas,Small,5,Yes,Yes,Tote,Green,21.22620332,96.89626874
Nike,Canvas,Large,4,No,Yes,Messenger,Black,18.40434782,138.4868505
Nike,Canvas,Large,2,No,No,Messenger,Gray,22.70780513,43.21253856
Nike,Leather,Small,10,No,Yes,Tote,Green,11.00655362,143.0207338
Nike,Leather,Small,8,Yes,No,Tote,Gray,25.02689016,35.64389074
Nike,Nylon,Large,5,Yes,Yes,Tote,Blue,10.5985102,86.45725845
Nike,Canvas,Small,1,No,No,Tote,Pink,7.928853566,120.5999097
Nike,Polyester,Medium,5,Yes,No,Messenger,Blue,22.86830354,129.9943717
Nike,Canvas,Medium,5,Yes,No,Tote,Red,5.280522336,25.92367047
Nike,Nylon,Large,2,No,Yes,Backpack,Blue,23.88716024,136.0205666
Nike,Polyester,Medium,7,Yes,Yes,Messenger,Pink,19.47002232,68.20505809
Nike,Canvas,Small,6,Yes,Yes,Tote,Green,30,84.44435695
Nike,Polyester,Small,8,Yes,No,Backpack,Pink,13.21673113,82.12435147
Nike,Canvas,Large,2,No,No,Backpack,Blue,21.28142823,92.15792303
Nike,Nylon,Medium,7,No,Yes,Tote,Red,25.87963138,102.1914946
Nike,Canvas,Small,8,Yes,No,Backpack,Pink,17.97290521,103.2573943
Nike,Leather,Large,8,Yes,Yes,Messenger,Gray,26.08337012,104.9864082
Nike,Canvas,Small,9,No,No,Messenger,Black,26.65980563,140.8489324
Nike,Nylon,Large,7,Yes,Yes,Messenger,Red,23.55004136,134.0221889
Nike,Leather,Small,3,Yes,Yes,Messenger,Pink,12.34232251,37.05993147
Nike,Nylon,Small,4,Yes,No,Backpack,Pink,15.63879169,33.38663149
Nike,Polyester,Small,3,Yes,No,Messenger,Pink,12.92980811,87.80858331
Nike,Canvas,Small,4,Yes,No,Messenger,Red,10.22082453,99.79729241
Nike,Canvas,Large,5,Yes,Yes,Messenger,Red,30,50.32022957
Nike,Nylon,Large,4,Yes,No,Messenger,Gray,7.917395666,150
Nike,Polyester,Medium,7,Yes,Yes,Tote,Gray,15.44406326,60.7095071
Nike,Polyester,Medium,8,Yes,No,Tote,Black,20.0113405,38.90979951
Nike,Nylon,Medium,5,No,No,Backpack,Green,25.66946928,122.4902699
Nike,Polyester,Medium,3,No,Yes,Messenger,Green,23.87962694,46.93449324
Nike,Canvas,Large,10,No,Yes,Backpack,Black,13.33320892,70.53779815
Nike,Polyester,Medium,8,Yes,Yes,Backpack,Black,21.70430256,122.9250289
Nike,Polyester,Medium,6,Yes,No,Messenger,Blue,13.85840633,132.519276
Nike,Nylon,Large,4,Yes,No,Tote,Blue,8.128415222,102.2602048
Nike,Leather,Large,3,No,No,Messenger,Green,30,47.5349398
Nike,Leather,Large,2,Yes,Yes,Backpack,Red,5.630843793,88.24350077
Nike,Nylon,Small,4,Yes,No,Tote,Green,7.00421293,55.0181274
Nike,Polyester,Small,5,Yes,Yes,Messenger,Pink,8.377582066,67.51580615
Nike,Leather,Small,2,Yes,No,Tote,Red,26.07668984,85.97135326
Nike,Nylon,Large,5,No,No,Tote,Red,18.85080751,83.05592353
Nike,Leather,Large,8,Yes,Yes,Backpack,Green,27.9846352,80.45744938
Nike,Polyester,Large,9,Yes,Yes,Tote,Red,30,123.762512
Nike,Leather,Small,5,No,No,Tote,Blue,22.05944915,137.5747582
Nike,Nylon,Large,4,Yes,Yes,Tote,Black,11.07200045,135.9445022
Nike,Nylon,Small,3,No,No,Tote,Black,6.648896964,25.12380202
Nike,Canvas,Small,9,Yes,Yes,Messenger,Black,21.9750703,48.72012163
Nike,Polyester,Medium,1,Yes,No,Tote,Gray,16.54675078,117.573608
Nike,Polyester,Large,10,Yes,No,Messenger,Blue,5,28.88973789
Nike,Leather,Small,2,No,No,Messenger,Red,25.55484419,112.5660431
Nike,Nylon,Small,6,No,Yes,Backpack,Red,28.16942807,68.35147849
Nike,Polyester,Large,9,Yes,No,Tote,Blue,19.61004382,24.13691389
Nike,Nylon,Large,9,No,No,Messenger,Black,7.061449658,26.40165247
Nike,Nylon,Small,2,No,Yes,Backpack,Gray,23.85311433,32.07349137
Nike,Canvas,Medium,4,No,Yes,Messenger,Red,8.515533423,38.58990474
Nike,Nylon,Medium,9,No,Yes,Backpack,Pink,9.295466539,89.70558173
Nike,Nylon,Medium,6,Yes,Yes,Tote,Blue,11.12286695,92.39682868
Nike,Leather,Medium,7,Yes,Yes,Messenger,Green,30,30.92082203
Nike,Canvas,Small,8,Yes,Yes,Tote,Green,6.507487584,17.3504243
Nike,Polyester,Large,1,Yes,Yes,Tote,Pink,19.82200261,66.48051027
Nike,Polyester,Large,2,No,No,Messenger,Green,24.1087063,21.06218943
Nike,Canvas,Medium,6,Yes,No,Messenger,Gray,13.90776298,121.959929
Nike,Leather,Large,1,No,Yes,Backpack,Green,27.73908854,35.83848699
Nike,Polyester,Medium,8,No,Yes,Backpack,Gray,20.62089618,103.7535995
Nike,Nylon,Large,10,No,Yes,Backpack,Red,10.89484167,74.89610854
Nike,Nylon,Large,6,Yes,No,Messenger,Red,18.14564792,103.9538922
Nike,Canvas,Small,3,Yes,No,Tote,Black,13.95702183,72.03832538
Nike,Nylon,Medium,7,Yes,No,Tote,Black,22.14783278,116.0780498
Nike,Leather,Large,8,No,No,Messenger,Red,17.28646283,33.6806348
Nike,Nylon,Medium,9,Yes,Yes,Backpack,Gray,12.42509288,89.30030212
Nike,Nylon,Large,1,Yes,No,Backpack,Pink,14.70888795,71.9359415
Nike,Polyester,Medium,3,Yes,No,Tote,Pink,12.6861969,54.57158088
Nike,Nylon,Large,4,No,Yes,Tote,Green,19.041738,38.38771995
Nike,Leather,Medium,5,No,No,Tote,Pink,5.624855395,114.4797945
Nike,Polyester,Medium,8,Yes,Yes,Tote,Black,24.64611612,119.8755174
Nike,Nylon,Large,8,Yes,No,Backpack,Gray,14.38059293,30.07552059
Nike,Canvas,Medium,6,No,Yes,Messenger,Blue,30,38.91550288
Nike,Polyester,Medium,4,No,No,Backpack,Green,20.39683553,24.51466465
Nike,Nylon,Small,8,Yes,Yes,Tote,Red,6.507956602,40.55960787
Nike,Canvas,Small,8,No,No,Backpack,Black,22.31380144,56.60455108
Nike,Canvas,Medium,4,No,Yes,Messenger,Gray,11.68888704,32.56036944
Nike,Polyester,Medium,6,No,Yes,Messenger,Green,29.3927643,66.62495983
Nike,Nylon,Small,4,No,No,Tote,Pink,23.62669958,126.9407928
Nike,Nylon,Small,7,Yes,Yes,Tote,Pink,21.252573,18.08913427
Nike,Canvas,Large,6,Yes,Yes,Messenger,Pink,15.45491603,72.14656799
Nike,Polyester,Small,5,Yes,Yes,Tote,Blue,14.79100658,79.37270906
Nike,Polyester,Large,2,No,Yes,Messenger,Gray,9.763150713,106.7451864
Nike,Canvas,Small,3,No,No,Backpack,Blue,29.20998943,88.73595169
Nike,Canvas,Small,9,Yes,Yes,Messenger,Gray,12.50549788,49.05228863
Nike,Polyester,Large,1,No,Yes,Tote,Black,14.19098715,62.98433953
Nike,Leather,Large,3,Yes,No,Tote,Pink,23.46234313,103.9488538
Nike,Polyester,Small,3,No,Yes,Messenger,Pink,22.99063719,125.4325676
Nike,Polyester,Small,8,Yes,No,Messenger,Pink,8.216162975,146.9162813
Nike,Nylon,Large,10,Yes,No,Backpack,Red,8.685937186,91.62908981
Nike,Leather,Large,8,No,No,Messenger,Red,25.80256513,98.57186632
Nike,Polyester,Small,4,No,No,Tote,Red,22.6042748,44.12117467
Nike,Polyester,Small,4,Yes,Yes,Tote,Black,20.83811493,36.10438989
Nike,Canvas,Large,2,No,Yes,Backpack,Blue,18.56470504,28.08760511
Nike,Canvas,Large,9,No,No,Backpack,Pink,28.13194477,133.7870549
Nike,Leather,Large,4,No,No,Backpack,Red,20.77766453,101.3149268
Nike,Canvas,Large,8,No,No,Tote,Pink,5,55.40792146
Nike,Leather,Small,3,No,No,Backpack,Gray,26.27386993,68.01896215
Nike,Canvas,Large,1,Yes,No,Backpack,Green,13.29506213,120.8148822
Nike,Canvas,Medium,3,No,No,Messenger,Green,10.57487379,87.33845416
Nike,Nylon,Large,9,Yes,No,Backpack,Green,22.48221102,53.8620261
Nike,Nylon,Large,4,Yes,Yes,Tote,Red,12.33897957,23.87792087
Nike,Nylon,Small,3,No,Yes,Tote,Blue,19.03389316,20.1504007
Nike,Canvas,Small,3,No,Yes,Tote,Gray,5,119.4258789
Nike,Polyester,Large,6,No,Yes,Messenger,Gray,28.25495736,139.7036832
Nike,Polyester,Medium,8,No,No,Backpack,Blue,15.40197268,50.11695251
Nike,Leather,Large,7,Yes,No,Tote,Red,26.68115978,108.9759137
Nike,Polyester,Medium,1,Yes,Yes,Messenger,Gray,15.39537519,69.15351288
Nike,Polyester,Medium,9,No,Yes,Messenger,Black,9.817780125,29.3311121
Nike,Canvas,Large,9,Yes,No,Tote,Green,20.04051749,123.5821964
Nike,Canvas,Large,3,Yes,No,Tote,Blue,15.21001768,28.35574514
Nike,Nylon,Large,4,Yes,No,Messenger,Red,20.56133437,41.24536414
Nike,Leather,Large,4,No,No,Backpack,Gray,10.5582269,74.60800939
Nike,Leather,Medium,4,No,No,Backpack,Black,9.748375214,142.9330589
Nike,Nylon,Medium,7,No,Yes,Backpack,Red,8.93852353,124.4283596
Nike,Leather,Large,6,Yes,No,Messenger,Red,7.377471773,32.52913972
Nike,Polyester,Large,10,Yes,Yes,Tote,Gray,7.023071442,132.930982
Nike,Leather,Large,4,Yes,Yes,Messenger,Pink,6.668671112,19.13461324
Nike,Polyester,Medium,4,No,Yes,Backpack,Black,21.5732233,28.00353105
Nike,Polyester,Small,4,No,Yes,Messenger,Gray,5,88.93491216
Nike,Leather,Medium,7,Yes,No,Tote,Green,20.24680528,149.8662933
Nike,Canvas,Small,3,Yes,Yes,Tote,Blue,21.87673237,98.54216836
Nike,Canvas,Small,7,Yes,No,Messenger,Black,21.85810071,95.90222306
Nike,Leather,Large,1,Yes,No,Messenger,Green,8.392168977,106.4325188
Nike,Leather,Large,1,No,Yes,Messenger,Green,30,35.95038698
Nike,Leather,Medium,1,Yes,Yes,Backpack,Gray,9.066164363,62.85043216
Nike,Canvas,Small,1,Yes,No,Tote,Blue,11.2392686,89.75047734
Nike,Canvas,Large,1,No,Yes,Messenger,Green,28.88715481,43.79446808
Nike,Leather,Small,3,No,No,Backpack,Green,5.302968222,139.3947739
Nike,Leather,Medium,1,No,Yes,Messenger,Green,9.070734049,32.88291396
Nike,Canvas,Small,4,No,No,Messenger,Green,15.66909674,98.87566428
Nike,Polyester,Small,6,No,Yes,Messenger,Black,20.70716649,96.4773899
Nike,Canvas,Large,5,Yes,No,Backpack,Black,25.35358324,120.3022365
Nike,Canvas,Medium,2,Yes,No,Tote,Blue,30,131.8795329
Nike,Canvas,Large,7,Yes,No,Backpack,Blue,25.86969415,85.85945537
Nike,Nylon,Small,7,No,No,Messenger,Blue,20.6617397,109.6674306
Nike,Leather,Large,4,Yes,Yes,Tote,Blue,15.45378524,90.79450786
Nike,Nylon,Medium,4,Yes,Yes,Tote,Blue,18.28496657,126.5445218
Nike,Polyester,Small,7,No,Yes,Tote,Black,17.24891812,109.6724172
Nike,Leather,Small,9,Yes,Yes,Backpack,Red,24.51307816,23.45887844
Nike,Canvas,Small,6,No,Yes,Tote,Gray,27.45786609,128.0979088
Nike,Canvas,Small,5,No,Yes,Messenger,Blue,25.19412432,139.652432
Nike,Leather,Large,1,No,Yes,Backpack,Black,15.28728661,28.12924932
Nike,Nylon,Large,10,No,Yes,Messenger,Blue,22.81921762,73.04592006
Nike,Nylon,Medium,8,Yes,Yes,Tote,Blue,11.99501445,30.11306864
Nike,Nylon,Medium,6,No,No,Messenger,Blue,10.82861713,89.88384509
Nike,Nylon,Large,6,Yes,No,Messenger,Pink,16.55830299,63.74463306
Nike,Nylon,Large,5,No,No,Tote,Gray,5,39.63187678
Nike,Canvas,Large,5,No,Yes,Tote,Pink,25.94834071,53.35461688
Nike,Canvas,Small,2,No,No,Tote,Green,14.7293837,67.07735699
Nike,Polyester,Small,8,Yes,Yes,Tote,Gray,28.34523721,94.61855619
Nike,Canvas,Small,2,No,Yes,Messenger,Pink,23.86008564,35.15611015
Nike,Polyester,Small,6,Yes,No,Backpack,Pink,19.37493406,46.06276305
Nike,Polyester,Large,10,Yes,Yes,Tote,Red,30,70.56582929
Nike,Polyester,Large,8,No,Yes,Backpack,Gray,28.49324178,122.7237007
Nike,Leather,Medium,9,No,Yes,Backpack,Pink,22.83279931,104.6541863
Nike,Polyester,Large,5,No,No,Messenger,Gray,11.34059095,69.57839847
Nike,Canvas,Small,5,No,No,Backpack,Red,13.66116078,130.2961193
Nike,Nylon,Large,1,Yes,No,Messenger,Gray,24.49043461,65.68083217
Nike,Canvas,Small,4,No,No,Backpack,Gray,26.52391244,64.79785804
Nike,Polyester,Medium,8,No,No,Tote,Blue,20.04605351,109.661273
Nike,Leather,Medium,1,No,No,Tote,Blue,13.56819457,16.40988728
Nike,Leather,Small,9,Yes,No,Tote,Green,25.68194327,22.10637491
Nike,Canvas,Medium,7,No,Yes,Tote,Black,30,70.0182414
Nike,Polyester,Medium,1,No,Yes,Backpack,Blue,24.63392389,48.68365315
Nike,Nylon,Medium,6,No,No,Messenger,Black,24.05943391,96.49555526
Nike,Nylon,Small,10,No,Yes,Tote,Pink,17.8831274,29.59992962
Nike,Leather,Medium,9,Yes,No,Backpack,Black,13.25007043,66.26652864
Nike,Nylon,Medium,7,No,Yes,Backpack,Black,16.84291758,116.622514
Nike,Leather,Small,6,No,No,Messenger,Red,20.43576473,109.5187781
Nike,Leather,Large,2,Yes,Yes,Messenger,Gray,28.46130358,78.23999901
Nike,Canvas,Large,3,No,No,Messenger,Blue,11.22148207,107.4638982
Nike,Nylon,Small,4,Yes,Yes,Messenger,Pink,30,135.3792268
Nike,Leather,Small,7,No,No,Messenger,Black,18.12305889,118.7433119
Nike,Leather,Small,9,Yes,No,Tote,Blue,9.519866367,102.1073969
Nike,Leather,Small,9,Yes,No,Tote,Green,30,135.062952
Nike,Canvas,Small,10,No,No,Messenger,Green,12.84612505,25.45294817
Nike,Polyester,Large,7,No,Yes,Messenger,Blue,11.94710066,121.788557
Nike,Polyester,Medium,2,No,Yes,Messenger,Blue,11.04807627,142.4805349
Nike,Canvas,Small,2,No,No,Backpack,Gray,6.080284205,74.43735325
Nike,Polyester,Medium,3,No,Yes,Tote,Blue,7.798908089,130.082726
Nike,Polyester,Medium,1,Yes,Yes,Messenger,Gray,5,23.64869457
Nike,Canvas,Small,10,Yes,No,Backpack,Red,22.47801997,60.53518766
Nike,Canvas,Small,6,No,No,Backpack,Gray,28.32807838,106.3063662
Nike,Canvas,Large,3,Yes,Yes,Messenger,Blue,7.220840473,150
Nike,Nylon,Small,8,Yes,Yes,Messenger,Pink,5.638966296,104.2923836
Nike,Polyester,Small,10,No,Yes,Backpack,Blue,25.94602292,110.9059536
Nike,Canvas,Small,2,No,Yes,Backpack,Black,5,103.4007009
Nike,Leather,Medium,5,Yes,No,Backpack,Gray,30,95.89544824
Nike,Nylon,Large,3,No,Yes,Tote,Black,28.57100463,122.07413
Nike,Polyester,Large,10,No,Yes,Messenger,Pink,5,85.874115
Nike,Polyester,Small,3,Yes,No,Tote,Pink,20.2828216,145.0306646
Nike,Leather,Large,8,Yes,No,Backpack,Red,18.92598583,94.61671389
Nike,Leather,Small,2,No,Yes,Messenger,Red,8.18922968,44.20276318
Nike,Leather,Medium,8,Yes,No,Messenger,Gray,26.86032108,143.3398788
Nike,Leather,Small,8,No,No,Messenger,Blue,12.71115493,136.4889753
Nike,Leather,Small,8,No,No,Tote,Gray,9.311487518,72.02535877
Nike,Polyester,Small,8,Yes,Yes,Tote,Black,23.70064719,79.43903933
Nike,Canvas,Small,1,Yes,Yes,Tote,Pink,5,90.19655176
Nike,Leather,Medium,4,Yes,No,Messenger,Blue,22.06041059,83.25853389
Nike,Leather,Large,6,Yes,No,Messenger,Pink,16.87649955,130.6647595
Nike,Leather,Small,2,Yes,No,Backpack,Blue,23.94083001,115.692317
Nike,Leather,Small,10,Yes,No,Messenger,Red,27.17111309,100.7198744
Nike,Polyester,Small,5,No,Yes,Tote,Blue,22.78464141,52.7934093
Nike,Polyester,Small,7,Yes,No,Messenger,Pink,22.99615015,103.1638872
Nike,Polyester,Medium,5,No,Yes,Tote,Pink,15.34716096,136.7197765
Nike,Leather,Small,6,No,Yes,Messenger,Blue,17.40239335,150
Nike,Leather,Large,1,Yes,Yes,Tote,Blue,5.741501329,83.21043597
Nike,Polyester,Medium,7,No,Yes,Backpack,Pink,20.03951485,100.4143079
Nike,Nylon,Large,4,No,No,Messenger,Red,29.27453675,51.8354094
Nike,Canvas,Large,7,No,Yes,Messenger,Black,11.8207815,126.2403735
Nike,Canvas,Small,7,No,Yes,Messenger,Black,11.78839245,88.2157267
Nike,Nylon,Large,8,No,Yes,Messenger,Blue,15.75118714,59.6156221
Nike,Canvas,Small,6,Yes,Yes,Messenger,Red,24.84378463,98.99353147
Nike,Canvas,Large,4,Yes,No,Backpack,Red,8.239693406,46.75524416
Nike,Nylon,Small,7,Yes,Yes,Tote,Red,7.020172118,105.933958
Nike,Canvas,Large,8,No,No,Tote,Green,11.72606158,71.6241211
Nike,Nylon,Small,2,No,Yes,Backpack,Black,6.868117556,21.48992292
Nike,Nylon,Medium,5,Yes,No,Backpack,Black,23.72183138,33.09394589
Nike,Leather,Medium,6,Yes,No,Backpack,Gray,14.8693574,124.4314454
Nike,Nylon,Small,6,No,No,Backpack,Gray,12.99473228,42.59946584
Nike,Canvas,Large,3,No,Yes,Tote,Black,9.167064366,23.19263209
Nike,Canvas,Large,6,No,No,Backpack,Gray,21.82580741,37.43144244
Nike,Leather,Large,2,Yes,No,Backpack,Green,27.50442293,123.1920042
Nike,Polyester,Large,5,Yes,Yes,Messenger,Red,21.08247538,129.7040715
Nike,Leather,Small,6,Yes,Yes,Tote,Black,13.36485983,141.983394
Nike,Polyester,Medium,6,Yes,Yes,Tote,Blue,26.44226099,56.73373162
Nike,Polyester,Medium,2,Yes,No,Messenger,Pink,15.81848818,63.16126259
Nike,Nylon,Small,3,Yes,No,Messenger,Green,15.07057386,69.58879356
Nike,Canvas,Small,6,Yes,No,Backpack,Pink,28.78371931,16.5043713
Nike,Canvas,Small,7,No,Yes,Backpack,Green,17.81628569,33.18433768
Nike,Polyester,Small,9,No,Yes,Backpack,Red,27.98691942,150
Nike,Polyester,Small,10,No,Yes,Messenger,Blue,23.40054454,35.1642472
Nike,Polyester,Small,3,Yes,Yes,Tote,Gray,11.86555541,121.4483378
Nike,Polyester,Large,6,No,Yes,Tote,Red,8.943376413,31.10206504
Nike,Polyester,Medium,3,No,Yes,Messenger,Blue,6.021197414,102.8053134
Nike,Polyester,Large,10,Yes,Yes,Tote,Gray,19.69930886,22.07450693
Nike,Nylon,Large,3,No,No,Backpack,Blue,13.94765596,28.38081245
Nike,Leather,Medium,7,Yes,Yes,Messenger,Gray,14.88602608,130.2193313
Nike,Polyester,Small,1,Yes,Yes,Backpack,Pink,12.75333504,40.14420214
Nike,Polyester,Large,3,Yes,Yes,Tote,Blue,19.41658901,72.33227735
Nike,Nylon,Large,8,No,No,Tote,Black,27.80582649,56.58801792
Nike,Canvas,Small,9,Yes,Yes,Backpack,Pink,22.06590565,46.5779545
Nike,Polyester,Small,5,No,Yes,Tote,Green,5,64.71747024
Nike,Polyester,Medium,6,No,Yes,Tote,Red,5.462259271,115.1849164
Nike,Nylon,Large,1,Yes,No,Backpack,Gray,17.89255781,140.6205606
Nike,Nylon,Large,8,No,No,Messenger,Red,29.68416577,66.09351594
Nike,Polyester,Large,1,Yes,Yes,Backpack,Green,24.95244239,72.57294085
Nike,Leather,Medium,5,No,Yes,Tote,Gray,25.47221847,79.05236575
Nike,Canvas,Small,5,No,Yes,Tote,Blue,23.87068415,87.95396023
Nike,Polyester,Medium,5,No,No,Tote,Pink,22.79356559,96.8555547
Nike,Polyester,Large,4,No,Yes,Messenger,Blue,24.72481733,110.3653188
Nike,Polyester,Medium,6,No,No,Messenger,Red,28.14073386,33.25613964
Nike,Polyester,Medium,3,Yes,Yes,Messenger,Pink,21.17187603,87.31179682
Nike,Canvas,Large,2,No,Yes,Messenger,Green,5,113.014754
Nike,Leather,Small,8,No,Yes,Messenger,Pink,9.243433098,96.94102595
Nike,Canvas,Large,7,Yes,Yes,Backpack,Blue,28.47399454,103.3402217
Nike,Polyester,Medium,3,No,Yes,Backpack,Blue,25.48020999,60.54707428
Nike,Nylon,Small,3,No,Yes,Messenger,Green,15.96268668,90.97084003
Nike,Polyester,Medium,5,No,Yes,Messenger,Red,21.07648328,51.07429684
Nike,Polyester,Large,6,Yes,No,Backpack,Red,26.81490039,88.9129015
Nike,Nylon,Small,6,No,Yes,Messenger,Red,16.96984377,125.7973167
Nike,Canvas,Large,6,Yes,No,Messenger,Red,15.35083762,51.76642403
Nike,Canvas,Medium,7,No,No,Tote,Black,16.24860387,57.55260123
Nike,Leather,Medium,5,Yes,No,Messenger,Red,16.75102593,99.23662792
Nike,Leather,Small,3,Yes,Yes,Backpack,Green,19.28772712,73.81325337
Nike,Leather,Large,3,No,Yes,Tote,Blue,19.67637529,48.38987882
Nike,Nylon,Large,2,Yes,No,Tote,Pink,20.06502346,53.59161132
Nike,Nylon,Large,10,No,No,Messenger,Blue,19.67656454,30.19984138
Nike,Canvas,Large,3,Yes,Yes,Tote,Gray,27.0401168,148.3163606
Nike,Nylon,Large,9,No,Yes,Backpack,Black,29.74153091,140.1999572
Nike,Nylon,Large,6,Yes,No,Tote,Red,23.88583218,132.0835538
Nike,Leather,Large,2,No,Yes,Messenger,Blue,14.38161318,67.04618702
Nike,Nylon,Large,4,No,No,Backpack,Black,25.62004592,123.5546758
Nike,Leather,Large,9,Yes,No,Backpack,Red,19.99723495,18.41147491
Nike,Canvas,Small,5,Yes,No,Backpack,Gray,27.87113755,25.8082643
Nike,Canvas,Medium,9,No,No,Tote,Green,16.29418901,59.53553023
Nike,Nylon,Small,1,Yes,No,Tote,Blue,18.69607748,63.70225116
Nike,Nylon,Medium,6,No,Yes,Tote,Black,18.73928843,61.44271303
Nike,Leather,Small,2,Yes,No,Tote,Pink,28.76847442,57.58628429
Nike,Nylon,Large,6,Yes,No,Messenger,Blue,27.04831688,53.72985554
Nike,Nylon,Medium,10,No,Yes,Messenger,Red,13.21912185,113.4102761
Nike,Polyester,Large,9,Yes,Yes,Backpack,Gray,19.17122964,36.39996354
Nike,Nylon,Small,8,No,Yes,Backpack,Pink,25.37589247,51.50134484
Nike,Polyester,Medium,10,No,Yes,Tote,Pink,8.872329689,26.19605265
Nike,Polyester,Medium,3,Yes,No,Tote,Gray,5,150
Nike,Nylon,Medium,3,No,Yes,Backpack,Pink,5.787081284,101.0729033
Nike,Nylon,Small,1,No,No,Backpack,Red,28.21408042,114.9756767
Nike,Canvas,Small,5,Yes,No,Messenger,Blue,28.40952084,137.5014553
Nike,Canvas,Medium,7,No,No,Messenger,Green,27.69118608,91.33042069
Nike,Leather,Large,1,Yes,No,Backpack,Blue,10.14159017,129.6322132
Nike,Polyester,Medium,2,No,No,Messenger,Black,22.05874116,79.24669173
Nike,Nylon,Large,10,Yes,Yes,Tote,Gray,8.791518603,128.5512203
Nike,Polyester,Medium,8,No,No,Tote,Pink,25.30059227,26.13095725
Nike,Leather,Small,8,No,Yes,Tote,Gray,15.98449268,127.7348241
Nike,Canvas,Medium,5,Yes,No,Backpack,Black,5.486024349,93.67791543
Nike,Leather,Medium,1,Yes,No,Backpack,Green,17.04099533,76.24110238
Nike,Polyester,Large,2,Yes,No,Backpack,Red,21.43174309,96.00765617
Nike,Polyester,Medium,3,Yes,Yes,Messenger,Blue,19.23798804,95.5210849
Nike,Leather,Small,4,Yes,Yes,Messenger,Blue,7.940579261,41.52276005
Nike,Polyester,Medium,5,Yes,Yes,Backpack,Pink,8.345921225,21.47585459
